"baseline","covars","model","inference","est","se","p","df","sigma","singular","n","sd_denom","d","d_resid","ci_lo","ci_hi","ci_width_d","s_value","dup_group","is_dup","study_id","grid_type","spec_id","missing","transform","outlier","outlier_scope"
"change","none","lm","permutation",63.1102564102564,14.4597588885688,2e-04,110,69.1173491995531,0,112,78.0999506788403,0.80807037471478,0.91308849574145,34.4544082568857,91.7661045636271,0.733824999997968,12.2877123795494,14,FALSE,"tereco_PMC8318721","principled",14,NA,NA,NA,NA
"ancova","none","lm","permutation",66.5020720370234,12.9593264067786,2e-04,109,59.3972306283111,0,112,78.0999506788403,0.851499539487428,1.11961570149915,40.8171084099046,92.1870356641421,0.657745962804496,12.2877123795494,15,FALSE,"tereco_PMC8318721","principled",15,NA,NA,NA,NA
"endpoint","strat","lm","permutation",70.3827004219408,15.5968100358986,2e-04,109,72.7817802960677,0,112,78.0999506788403,0.90118751433488,0.967037356542149,39.4703299871941,101.295070856688,0.791610498241244,12.2877123795494,16,FALSE,"tereco_PMC8318721","principled",16,NA,NA,NA,NA
"change","strat","lm","permutation",61.9230168776371,12.6334372933444,2e-04,109,59.101324365276,0,112,78.0999506788403,0.792868834607522,1.04774330427727,36.8839548786039,86.9620788766702,0.641205577760166,12.2877123795494,17,FALSE,"tereco_PMC8318721","principled",17,NA,NA,NA,NA
"ancova","strat","lm","permutation",65.1428443137441,11.2793538507977,2e-04,108,49.1996401530545,0,112,78.0999506788403,0.834095844459903,1.32405123515319,42.785208201848,87.5004804256402,0.572539058413348,12.2877123795494,18,FALSE,"tereco_PMC8318721","principled",18,NA,NA,NA,NA
"endpoint","none","lm","model",71.3371794871794,14.7972998355055,4.61410103670404e-06,110,78.0999506788404,0,112,78.0999506788403,0.913408764885518,0.913408764885518,42.0124044038715,100.661954570487,0.750955021825715,17.725518973722,1,FALSE,"tereco_PMC8318721","defensible",1,"complete_case","none",NA,NA
"change","none","lm","model",63.1102564102564,13.0954005867025,4.6464742342316e-06,110,69.1173491995531,0,112,78.0999506788403,0.80807037471478,0.91308849574145,37.1582461719134,89.0622666485993,0.664584548716601,17.7154321615273,2,FALSE,"tereco_PMC8318721","defensible",2,"complete_case","none",NA,NA
"ancova","none","lm","model",66.5020720370234,11.2665545838271,4.10966482571787e-08,109,59.3972306283111,0,112,78.0999506788403,0.851499539487428,1.11961570149915,44.1721271305365,88.8320169435103,0.571829936188084,24.5364040230978,3,FALSE,"tereco_PMC8318721","defensible",3,"complete_case","none",NA,NA
"endpoint","strat","lm","model",70.3827004219408,13.7915564567576,1.42363782234402e-06,109,72.7817802960677,0,112,78.0999506788403,0.90118751433488,0.967037356542149,43.0482838917821,97.7171169520996,0.699985500440642,19.4219864022101,4,FALSE,"tereco_PMC8318721","defensible",4,"complete_case","none",NA,NA
"change","strat","lm","model",61.9230168776371,11.1992211283802,2.22410304943338e-07,109,59.101324365276,0,112,78.0999506788403,0.792868834607522,1.04774330427727,39.7265246908176,84.1195090644565,0.568412450811781,22.1002730301689,5,FALSE,"tereco_PMC8318721","defensible",5,"complete_case","none",NA,NA
"ancova","strat","lm","model",65.1428443137441,9.33420626257571,2.5115368789297e-10,108,49.1996401530545,0,112,78.0999506788403,0.834095844459903,1.32405123515319,46.6408281723416,83.6448604551466,0.473803529466639,31.8907104894488,6,FALSE,"tereco_PMC8318721","defensible",6,"complete_case","none",NA,NA
"endpoint","none","lm","hc3",71.3371794871794,14.583135694,3.43841378560614e-06,110,78.0999506788404,0,112,78.0999506788403,0.913408764885518,0.913408764885518,42.4368274641848,100.237531510174,0.740086306631296,18.149825397248,7,FALSE,"tereco_PMC8318721","defensible",7,"complete_case","none",NA,NA
"change","none","lm","hc3",63.1102564102564,13.3636619040699,6.91613023995379e-06,110,69.1173491995531,0,112,78.0999506788403,0.80807037471478,0.91308849574145,36.6266152066157,89.593897613897,0.678198666540666,17.141603532217,8,FALSE,"tereco_PMC8318721","defensible",8,"complete_case","none",NA,NA
"ancova","none","lm","hc3",66.5020720370234,11.4037317302571,5.68895838947188e-08,109,59.3972306283111,0,112,78.0999506788403,0.851499539487428,1.11961570149915,43.9002464859775,89.1038975880693,0.578792313044813,24.0672602302761,9,FALSE,"tereco_PMC8318721","defensible",9,"complete_case","none",NA,NA
"endpoint","strat","lm","hc3",70.3827004219408,13.5808735168186,1.01425650629026e-06,109,72.7817802960677,0,112,78.0999506788403,0.90118751433488,0.967037356542149,43.4658506293831,97.2995502144986,0.68929236340351,19.9111460120966,10,FALSE,"tereco_PMC8318721","defensible",10,"complete_case","none",NA,NA
"change","strat","lm","hc3",61.9230168776371,11.3826514773709,3.30078692886498e-07,109,59.101324365276,0,112,78.0999506788403,0.792868834607522,1.04774330427727,39.3629717024869,84.4830620527872,0.577722392371814,21.5306866509438,11,FALSE,"tereco_PMC8318721","defensible",11,"complete_case","none",NA,NA
"ancova","strat","lm","hc3",65.1428443137441,9.35538320120306,2.7137328036768e-10,108,49.1996401530545,0,112,78.0999506788403,0.834095844459903,1.32405123515319,46.5988518061369,83.6868368213514,0.474878469100785,31.7790022700429,12,FALSE,"tereco_PMC8318721","defensible",12,"complete_case","none",NA,NA
"endpoint","none","lm","permutation",71.3371794871794,16.1250749895404,2e-04,110,78.0999506788404,0,112,78.0999506788403,0.913408764885518,0.913408764885518,39.3810657011271,103.293293273232,0.818338897996517,12.2877123795494,13,FALSE,"tereco_PMC8318721","defensible",13,"complete_case","none",NA,NA
"change","none","lm","permutation",63.1102564102564,14.4597588885688,2e-04,110,69.1173491995531,0,112,78.0999506788403,0.80807037471478,0.91308849574145,34.4544082568857,91.7661045636271,0.733824999997968,12.2877123795494,14,FALSE,"tereco_PMC8318721","defensible",14,"complete_case","none",NA,NA
"ancova","none","lm","permutation",66.5020720370234,12.9593264067786,2e-04,109,59.3972306283111,0,112,78.0999506788403,0.851499539487428,1.11961570149915,40.8171084099046,92.1870356641421,0.657745962804496,12.2877123795494,15,FALSE,"tereco_PMC8318721","defensible",15,"complete_case","none",NA,NA
"endpoint","strat","lm","permutation",70.3827004219408,15.5968100358986,2e-04,109,72.7817802960677,0,112,78.0999506788403,0.90118751433488,0.967037356542149,39.4703299871941,101.295070856688,0.791610498241244,12.2877123795494,16,FALSE,"tereco_PMC8318721","defensible",16,"complete_case","none",NA,NA
"change","strat","lm","permutation",61.9230168776371,12.6334372933444,2e-04,109,59.101324365276,0,112,78.0999506788403,0.792868834607522,1.04774330427727,36.8839548786039,86.9620788766702,0.641205577760166,12.2877123795494,17,FALSE,"tereco_PMC8318721","defensible",17,"complete_case","none",NA,NA
"ancova","strat","lm","permutation",65.1428443137441,11.2793538507977,2e-04,108,49.1996401530545,0,112,78.0999506788403,0.834095844459903,1.32405123515319,42.785208201848,87.5004804256402,0.572539058413348,12.2877123795494,18,FALSE,"tereco_PMC8318721","defensible",18,"complete_case","none",NA,NA
"endpoint","none","lm","model",71.2138418079095,14.3114911884212,2.343593627689e-06,112.958102776342,77.402517184617,0,119,78.0999506788403,0.911829536240712,0.920045554049016,42.8600827365322,99.5676008792868,0.726089039107658,18.7028461369974,19,FALSE,"tereco_PMC8318721","defensible",19,"mi","none",NA,NA
"change","none","lm","model",56.6718926553671,13.1576934489845,3.55217546906646e-05,112.53687072232,71.0500177507834,0,119,78.0999506788403,0.725632886612325,0.79763375787112,30.6029677691714,82.7408175415629,0.667578523663744,14.7809376252658,20,FALSE,"tereco_PMC8318721","defensible",20,"mi","none",NA,NA
"ancova","none","lm","model",63.0645101325921,11.1378270699437,1.1943366181374e-07,110.653390475972,59.7436920993502,0,119,78.0999506788403,0.807484634554042,1.0555844126225,40.9934004376183,85.1356198275658,0.565201629530695,22.9972871535102,21,FALSE,"tereco_PMC8318721","defensible",21,"mi","none",NA,NA
"endpoint","strat","lm","model",71.6305508173417,13.3671303002352,4.55659922568722e-07,111.658474484004,72.2058988344547,0,119,78.0999506788403,0.917165122317403,0.992031841907653,45.1444109457562,98.1166906889273,0.678262652956103,21.0655391798782,22,FALSE,"tereco_PMC8318721","defensible",22,"mi","none",NA,NA
"change","strat","lm","model",57.2082693674484,11.3322044675023,1.76746101111207e-06,110.601949890121,60.9784146977144,0,119,78.0999506788403,0.732500710566362,0.938172460714901,34.7518591327283,79.6646796021685,0.575068486971637,19.1098901787284,23,FALSE,"tereco_PMC8318721","defensible",23,"mi","none",NA,NA
"ancova","strat","lm","model",63.0378323548664,9.30744477789743,6.86515630220257e-10,107.991403475516,49.6349726267425,0,119,78.0999506788403,0.807143049476282,1.27002855081465,44.5888454812406,81.4868192284923,0.472445544799152,30.4399883816192,24,FALSE,"tereco_PMC8318721","defensible",24,"mi","none",NA,NA
"endpoint","none","lm","hc3",71.2138418079095,14.3923087079421,2.63666489893282e-06,112.983502100638,77.402517184617,0,119,78.0999506788403,0.911829536240712,0.920045554049016,42.7000374092681,99.7276462065509,0.730187513584863,18.5328543425919,25,FALSE,"tereco_PMC8318721","defensible",25,"mi","none",NA,NA
"change","none","lm","hc3",56.6718926553671,13.2888192970383,4.18496522274387e-05,112.59095262254,71.0500177507834,0,119,78.0999506788403,0.725632886612325,0.79763375787112,30.3433096791683,83.000475631566,0.674227902766961,14.5444248404744,26,FALSE,"tereco_PMC8318721","defensible",26,"mi","none",NA,NA
"ancova","none","lm","hc3",63.0645101325921,11.1415680343218,1.20458901396486e-07,110.655946047828,59.7436920993502,0,119,78.0999506788403,0.807484634554042,1.0555844126225,40.9859928476259,85.1430274175583,0.5653913246567,22.9849556577163,27,FALSE,"tereco_PMC8318721","defensible",27,"mi","none",NA,NA
"endpoint","strat","lm","hc3",71.6305508173417,13.5159301582593,5.89831455863447e-07,111.715677828517,72.2058988344547,0,119,78.0999506788403,0.917165122317403,0.992031841907653,44.8497234611554,98.4113781735281,0.685809072180171,20.6931939004621,28,FALSE,"tereco_PMC8318721","defensible",28,"mi","none",NA,NA
"change","strat","lm","hc3",57.2082693674484,11.5011695119857,2.41655785781333e-06,110.71444023864,60.9784146977144,0,119,78.0999506788403,0.732500710566362,0.938172460714901,34.4172864376519,79.9992522972448,0.583636295073134,18.6586150327911,29,FALSE,"tereco_PMC8318721","defensible",29,"mi","none",NA,NA
"ancova","strat","lm","hc3",63.0378323548664,9.3157875916391,7.06798590494424e-10,108.001848916366,49.6349726267425,0,119,78.0999506788403,0.807143049476282,1.27002855081465,44.5723287958021,81.5033359139308,0.472868507561484,30.3979817860197,30,FALSE,"tereco_PMC8318721","defensible",30,"mi","none",NA,NA
"endpoint","none","lm","model",68.1367231638417,14.6004822972248,8.20901747826267e-06,117,79.6334171928253,0,119,78.0999506788403,0.872429784802694,0.855629779127205,39.2212330586832,97.0522132690002,0.740473965830367,16.8943590104225,31,FALSE,"tereco_PMC8318721","defensible",31,"locf","none",NA,NA
"change","none","lm","model",53.5947740112993,12.74298681183,5.11905208016158e-05,117,69.5023331703231,0,119,78.0999506788403,0.686233135174307,0.771121940323348,28.3579563797564,78.8315916428422,0.646269745683215,14.2537637903563,32,FALSE,"tereco_PMC8318721","defensible",32,"locf","none",NA,NA
"ancova","none","lm","model",59.4581557649842,11.0270110777176,3.71986324003477e-07,116,59.9370193332579,0,119,78.0999506788403,0.761308493131907,0.992010554185032,37.6177708950523,81.2985406349161,0.559293179575569,21.3582470822735,33,FALSE,"tereco_PMC8318721","defensible",33,"locf","none",NA,NA
"endpoint","strat","lm","model",68.5416488983652,13.7377522344185,2.14987505427553e-06,116,74.9259326856827,0,119,78.0999506788403,0.87761449658553,0.914792067866545,41.3322996075354,95.750998189195,0.696782752212458,18.8273157531444,34,FALSE,"tereco_PMC8318721","defensible",34,"locf","none",NA,NA
"change","strat","lm","model",54.1193674484718,10.9386784059909,2.56737142966556e-06,116,59.6597367554938,0,119,78.0999506788403,0.692950084834489,0.907133862663049,32.4539365650284,75.7847983319152,0.554812921010287,18.5712765391014,35,FALSE,"tereco_PMC8318721","defensible",35,"locf","none",NA,NA
"ancova","strat","lm","model",59.4318876144884,9.23956893314014,2.98626299367499e-09,115,50.2214220436431,0,119,78.0999506788403,0.760972152964372,1.18339714799078,41.130079795175,77.7336954338018,0.468676552551829,28.31901162791,36,FALSE,"tereco_PMC8318721","defensible",36,"locf","none",NA,NA
"endpoint","none","lm","hc3",68.1367231638417,14.6935632260836,9.26437345956926e-06,117,79.6334171928253,0,119,78.0999506788403,0.872429784802694,0.855629779127205,39.0368911566417,97.2365551710417,0.745194632116048,16.7198751578139,37,FALSE,"tereco_PMC8318721","defensible",37,"locf","none",NA,NA
"change","none","lm","hc3",53.5947740112993,12.8684544364781,5.98878765615103e-05,117,69.5023331703231,0,119,78.0999506788403,0.686233135174307,0.771121940323348,28.1094743238095,79.0800736987892,0.65263292655048,14.0273764947084,38,FALSE,"tereco_PMC8318721","defensible",38,"locf","none",NA,NA
"ancova","none","lm","hc3",59.4581557649842,11.1601297764418,4.94756445322123e-07,116,59.9370193332579,0,119,78.0999506788403,0.761308493131907,0.992010554185032,37.3541125389457,81.5621989910227,0.566044998336399,20.9467781624492,39,FALSE,"tereco_PMC8318721","defensible",39,"locf","none",NA,NA
"endpoint","strat","lm","hc3",68.5416488983652,13.8958872896567,2.73586642086914e-06,116,74.9259326856827,0,119,78.0999506788403,0.87761449658553,0.914792067866545,41.0190932052303,96.0642045915,0.704803407784777,18.479570777205,40,FALSE,"tereco_PMC8318721","defensible",40,"locf","none",NA,NA
"change","strat","lm","hc3",54.1193674484718,11.114624948401,3.57265186922966e-06,116,59.6597367554938,0,119,78.0999506788403,0.692950084834489,0.907133862663049,32.1054522680882,76.1332826288554,0.563736980344798,18.0945732294299,41,FALSE,"tereco_PMC8318721","defensible",41,"locf","none",NA,NA
"ancova","strat","lm","hc3",59.4318876144884,9.34215029739839,4.19934273986993e-09,115,50.2214220436431,0,119,78.0999506788403,0.760972152964372,1.18339714799078,40.9268858552755,77.9368893737013,0.473879985796878,27.8271893118406,42,FALSE,"tereco_PMC8318721","defensible",42,"locf","none",NA,NA
"endpoint","none","lm","permutation",68.1367231638417,15.7564158410165,2e-04,117,79.6334171928253,0,119,78.0999506788403,0.872429784802694,0.855629779127205,36.9319672476435,99.3414790800399,0.799097967283417,12.2877123795494,43,FALSE,"tereco_PMC8318721","defensible",43,"locf","none",NA,NA
"change","none","lm","permutation",53.5947740112993,13.3153983830991,2e-04,117,69.5023331703231,0,119,78.0999506788403,0.686233135174307,0.771121940323348,27.2243252579779,79.9652227646207,0.67530001041258,12.2877123795494,44,FALSE,"tereco_PMC8318721","defensible",44,"locf","none",NA,NA
